medallion, hack_license, vendor_id, pickup_datetime, payment_type, fare_amount, surcharge, mta_tax, tip_amount, tolls_amount, total_amount
3349F919AA8AE5DC9C50A3773EA45BD8,7CE849FEF67514F080AF80D990F7EF7F,CMT,2013-01-10 15:42:29,CSH,15.5,0,0.5,0,0,16
3349F919AA8AE5DC9C50A3773EA45BD8,7CE849FEF67514F080AF80D990F7EF7F,CMT,2013-01-10 14:27:28,CSH,16.5,0,0.5,0,0,17
4C005EEBAA7BF26B84B21586332488A2,351BE7D984BE17DB2FA80A748E816472,CMT,2013-01-07 22:09:59,CSH,9,0.5,0.5,0,0,10
7D99C30FCE69B1A9DD27E2AEAC9BFA0C,460C3F57DD9CB2265DB75B14CD70224D,CMT,2013-01-07 17:18:16,CSH,4.5,1,0.5,0,0,6
E6FBF80668FE0611AEA44FD9574A7E32,36773E80775F26CD1158EB5450A61C79,CMT,2013-01-07 06:08:51,CSH,7,0,0.5,0,0,7.5
0C5296F3C8B16E702F8F2E06F5106552,D2363240A9295EF570FC6069BC4F4C92,CMT,2013-01-07 22:25:46,CSH,10.5,0.5,0.5,0,0,11.5
D8AADA4E722C87C10E609654612630DD,8F1E4F779A4D67431C3FCFA4E70A87DC,CMT,2013-01-10 23:41:51,CSH,52,0,0.5,0,4.8,57.3
B6FC8357E0D53B0F1FA897D536A20F5C,113A5BA8513934DEE97A342E3535DE96,CMT,2013-01-07 18:05:36,CSH,15.5,1,0.5,0,0,17
E12F6AF991172EAC3553144A0AF75A19,06918214E951FA0003D1CC54955C2AB0,CMT,2013-01-08 13:29:25,CSH,7.5,0,0.5,0,0,8
4C005EEBAA7BF26B84B21586332488A2,351BE7D984BE17DB2FA80A748E816472,CMT,2013-01-07 21:13:02,CSH,8,0.5,0.5,0,0,9
E9BA494DC1A1F26D186394EFBB8327CF,BBF604B3A2426BFBAAC982AAAA0BF1B5,CMT,2013-01-01 18:36:53,CSH,4,0,0.5,0,0,4.5
E6FBF80668FE0611AEA44FD9574A7E32,36773E80775F26CD1158EB5450A61C79,CMT,2013-01-07 08:17:06,CSH,7,0,0.5,0,0,7.5
0C5296F3C8B16E702F8F2E06F5106552,D2363240A9295EF570FC6069BC4F4C92,CMT,2013-01-07 22:39:03,CSH,7,0.5,0.5,0,0,8
A3B17384165197E18CA0A1BB61277EE9,B8396B62883EA332EFD2771A6B031D05,CMT,2013-01-07 06:26:32,CSH,4,0.5,0.5,0,0,5
8E189DABE265CC03FEF4BFC695B32559,906939B31C0B93768242A58A682412B8,CMT,2013-01-01 14:02:01,CSH,31,0,0.5,0,4.8,36.3
312E0CB058D7FC1A6494EDB66D360CD2,7B5156F38990963332B33298C8BAE25E,CMT,2013-01-05 11:54:49,CSH,7.5,0,0.5,0,0,8
F1EF8290A54338B1396DD98E38E09143,0FDDEFAFF6FC38BD632B6DDED47DA618,CMT,2013-01-05 08:16:58,CSH,20,0,0.5,0,0,20.5
0F9E0728AB1E40D5CEB0C6EDBF805CCB,8434E8A33D8C0150573FAA00B8A9ABF5,CMT,2013-01-05 19:04:43,CSH,10,0,0.5,0,0,10.5
33A0B414EB87DB2538CB5929BF1EEE0D,8105CBF11B1747C525FA81334375EF5B,CMT,2013-01-05 17:34:11,CSH,18,0,0.5,0,0,18.5
24B56A4A0AC119529DBA559181C14FE4,CD5A75F5F950B3E26D561732332C8A5D,CMT,2013-01-05 18:59:29,CSH,11,0,0.5,0,0,11.5
7E3256C342CAFB3C23D3ABB98B9F3FB6,4F7873C913735088F9BEF85C1D054D31,CMT,2013-01-05 03:00:46,CSH,21,0.5,0.5,0,0,22
2C159C8FCCDE50174CF6CFC07E75F1BA,51C567531541EE45C5EE86E956E46E4C,CMT,2013-01-07 04:45:14,CSH,5.5,0.5,0.5,0,0,6.5
1F03ADDC384F4C5FB5E760528D4E0BA5,6607D2680127BFBCFF94193B15578DE7,CMT,2013-01-01 18:45:02,CSH,5.5,0,0.5,0,0,6
764CA5AE502C0FEC9BB69DBCB6BB4ECC,26516CD746248B3495CBD99A8ABAF8B4,CMT,2013-01-05 20:51:53,CSH,12,0.5,0.5,0,0,13
CD9DEF073BAB75B8B36015D85FD3F777,80430F0667E3C82E63AAF4F0DC547664,CMT,2013-01-05 03:20:28,CSH,32.5,0.5,0.5,0,0,33.5
DD98E2C3AF5C47B4449F720ECC5778D4,79807332B275653A2473554C7328500A,CMT,2013-01-02 06:58:08,CSH,2.5,0,0.5,0,4.8,7.8
26FC1764E8F96A8233F8C77F21D4161A,D8512BDC6E6DBF909DCC78174F02DA41,CMT,2013-01-06 00:46:25,CSH,17,0.5,0.5,0,0,18
4A4DA06C65CFA356CD538AF4B899430E,7CE1605151178F02B4EBBD8472C86A13,CMT,2013-01-02 08:12:21,CSH,11,0,0.5,0,0,11.5
764CA5AE502C0FEC9BB69DBCB6BB4ECC,26516CD746248B3495CBD99A8ABAF8B4,CMT,2013-01-05 19:45:00,CSH,9,0,0.5,0,0,9.5
E8950C1BF2CE598E95DE0CA5C89FA4BA,E4D2F480F3C91138B7BA9F1BDE710434,CMT,2013-01-05 21:23:06,CSH,3.5,0.5,0.5,0,0,4.5
99115D1EA0AE33939899D652DCC34089,A91627126C0D01A3752C7687EFEF9478,CMT,2013-01-05 01:12:58,CSH,52,0,0.5,0,4.8,57.3
9BB803DFE81D89F77C37D4C05BB1ABA1,797E4DBEC1C53DBC3196540342C64D4B,CMT,2013-01-06 10:56:31,CSH,8,0,0.5,0,0,8.5
8F9B593AE29F10B40EBEA0BBDEDD249F,61AF8331CB51E436B747478FC0E78B67,CMT,2013-01-07 17:38:07,CSH,30,1,0.5,0,4.8,36.3
0B57B9633A2FECD3D3B1944AFC7471CF,CCD4367B417ED6634D986F573A552A62,CMT,2013-01-07 14:38:35,CSH,6.5,0,0.5,0,0,7
0B57B9633A2FECD3D3B1944AFC7471CF,CCD4367B417ED6634D986F573A552A62,CMT,2013-01-07 10:35:10,CSH,7,0,0.5,0,0,7.5
0B57B9633A2FECD3D3B1944AFC7471CF,CCD4367B417ED6634D986F573A552A62,CMT,2013-01-07 14:46:55,CSH,7.5,0,0.5,0,0,8
E12F6AF991172EAC3553144A0AF75A19,06918214E951FA0003D1CC54955C2AB0,CMT,2013-01-08 15:17:50,CSH,7,0,0.5,0,0,7.5
2C0E91FF20A856C891483ED63589F982,1DA2F6543A62B8ED934771661A9D2FA0,CMT,2013-01-07 18:24:11,CSH,10.5,1,0.5,0,0,12
78FFD9CD0CDA541F335EF8B38FB494D6,E949C583ECF62C8F03FDCE1484954A08,CMT,2013-01-10 12:20:38,CSH,6.5,0,0.5,0,0,7
FAE1370A694D0621FAE1E62FAFD64080,265B3D7D30A9B7AE389A2626F6825266,CMT,2013-01-07 10:15:19,CSH,5.5,0,0.5,0,0,6
32D306FD3A4D7CEDCFD8D644294DD5B7,05EACD5B806FC3D01A377606D37CF327,CMT,2013-01-08 13:56:41,CSH,10,0,0.5,0,0,10.5
D8AADA4E722C87C10E609654612630DD,8F1E4F779A4D67431C3FCFA4E70A87DC,CMT,2013-01-10 17:19:42,CSH,24,1,0.5,0,0,25.5
A5A69FAD94C3DC7854F9DDEA994B6380,178BA04DD1A4E3A184C86AA3F110A742,CMT,2013-01-10 13:16:11,CSH,10.5,0,0.5,0,0,11
7D99C30FCE69B1A9DD27E2AEAC9BFA0C,460C3F57DD9CB2265DB75B14CD70224D,CMT,2013-01-08 00:02:36,CSH,4.5,0.5,0.5,0,0,5.5
5E162F2D7F569949769648C56A23C525,6F7932F2B112DAABF1F2A385FE2AB819,CMT,2013-01-07 17:54:25,CSH,8,1,0.5,0,0,9.5
82420BD631D2BB88E2F213A8CA15BECE,213779F7AA40E58009B3457E3FA7089D,CMT,2013-01-08 10:38:22,CSH,14,0,0.5,0,0,14.5
1836E1591EE79F810104064B945747AB,18EDD3FC80A78DC262E2442FEEA55F01,CMT,2013-01-07 20:13:25,CSH,13,0.5,0.5,0,0,14
1836E1591EE79F810104064B945747AB,18EDD3FC80A78DC262E2442FEEA55F01,CMT,2013-01-08 01:15:53,CSH,8,0.5,0.5,0,0,9
8FCED8833E91F75673B4B4B4A7D720AB,C8DB0DEAF651336169544E466AFF2DA1,CMT,2013-01-07 18:12:27,CSH,8.5,1,0.5,0,0,10
47CFD616C057758044C57D1B4BEFE759,A6DCBA545B1E1A2DC24BFEE1C0A54029,CMT,2013-01-07 18:45:40,CSH,10.5,1,0.5,0,0,12
4728FA63A46613319446ED726626FED3,4A6C8D08FAB98E9C9B21399C5255EED0,CMT,2013-01-08 11:33:23,CSH,10,0,0.5,0,0,10.5
0C5296F3C8B16E702F8F2E06F5106552,D2363240A9295EF570FC6069BC4F4C92,CMT,2013-01-07 20:46:10,CSH,34,0.5,0.5,0,0,35
0CC08DE5645A7137059499EA11886805,4F2627F9FD34A9B9EFCCFC5147048345,CMT,2013-01-07 18:45:14,CSH,6.5,1,0.5,0,0,8
961D9C9506D105D3A7E88229F0487033,65683B8714DEF5F783E75E8111784177,CMT,2013-01-10 15:17:20,CSH,8,0,0.5,0,0,8.5
1159BD618BE1D4A90D522416A77AC29A,9964A99249A4888E2C6AE55BA78A6F64,CMT,2013-01-10 15:04:11,CSH,4.5,0,0.5,0,0,5
FA3DD236E7627E99646337C5218EA281,37A4843DC4AA9F62DBF4CA42F359E0D3,CMT,2013-01-08 13:16:48,CSH,12,0,0.5,0,0,12.5
FA3DD236E7627E99646337C5218EA281,37A4843DC4AA9F62DBF4CA42F359E0D3,CMT,2013-01-08 15:33:16,CSH,11.5,0,0.5,0,0,12
38CA8BCB4180F32BEDE6FE085F4E445E,CE7A3E2632A838C9C02334D65E4355AF,CMT,2013-01-07 22:35:11,CSH,44.5,0.5,0.5,0,0,45.5
C28DA92FB1D60B9EBFB7EFA6AE6C4577,979AF867DF1D4CF290467D47E5BD20CA,CMT,2013-01-07 18:48:51,CSH,7,1,0.5,0,0,8.5
DDB3F3E0172B1FBF0C9E39CA773CC6E3,559F071794B7213986693B57DCEDDEE5,CMT,2013-01-07 22:19:19,CSH,32.5,0.5,0.5,0,2.2,35.7
B14118AD4BF381D80035EF546CE7AEFA,9DCEE90343F24D475B3A19A3F10AE801,CMT,2013-01-10 10:31:05,CSH,12,0,0.5,0,0,12.5
50296A056AF5D221536DC98ABB1E3274,4F3E6D0E69CABD8954F8A126D54C5C20,CMT,2013-01-08 02:22:17,CSH,4,0.5,0.5,0,0,5
2D4B95E2FA7B2E85118EC5CA4570FA58,CD2F522EEE1FF5F5A8D8B679E23576B3,CMT,2013-01-07 13:21:28,CSH,11,0,0.5,0,0,11.5
4C005EEBAA7BF26B84B21586332488A2,351BE7D984BE17DB2FA80A748E816472,CMT,2013-01-07 21:58:43,CSH,9,0.5,0.5,0,0,10
5C1E310A26EEE17AA72AFE63194DE5B5,A56B275487B0D09E6BA4C8801E0B2BE3,CMT,2013-01-01 17:11:51,CSH,6.5,0,0.5,0,0,7
CD847FE5884F10A28217E9FBA11B275B,5FEFD00D9773268B72EE4E879852F190,CMT,2013-01-08 10:44:06,DIS,3.5,0,0.5,0,0,4
961D9C9506D105D3A7E88229F0487033,65683B8714DEF5F783E75E8111784177,CMT,2013-01-10 14:55:05,CSH,4,0,0.5,0,0,4.5
A5A69FAD94C3DC7854F9DDEA994B6380,178BA04DD1A4E3A184C86AA3F110A742,CMT,2013-01-10 10:42:05,CSH,7.5,0,0.5,0,0,8
FAE1370A694D0621FAE1E62FAFD64080,265B3D7D30A9B7AE389A2626F6825266,CMT,2013-01-07 08:29:26,CSH,6,0,0.5,0,0,6.5
312E0CB058D7FC1A6494EDB66D360CD2,7B5156F38990963332B33298C8BAE25E,CMT,2013-01-05 14:00:07,CSH,6,0,0.5,0,0,6.5
0DDA4FBFADAE0126868397C423989193,CD45CB7CD02BB6649F9A23F5A374A480,CMT,2013-01-05 21:04:10,CSH,6.5,0.5,0.5,0,0,7.5
24929E5F008DBC4C0E551B957F619910,F7C8E4BC689563E4562A9F52A04EE619,CMT,2013-01-08 13:51:53,CSH,4.5,0,0.5,0,0,5
26B6CDD419985C6F551F0FAE87EF3AA9,015760806341352ED97B0F79C8A873BC,CMT,2013-01-06 22:18:22,CSH,10.5,0.5,0.5,0,0,11.5
A954A71B6D44265AE756BF807E069396,D5CA7D478A14BA3BBFC20153C5C88B1A,CMT,2013-01-07 10:05:50,DIS,7,0,0.5,0,0,7.5
6502AF8DFACB2ED1E98C8E19E1F9B1FD,8F57E218C49D5545AF62D9EF159B625D,CMT,2013-01-07 10:42:22,CSH,6,0,0.5,0,0,6.5
50C1AEB304BCE14FCE2D6339B675393C,67DE3661852881262093FF46250AF928,CMT,2013-01-10 15:08:42,CSH,7.5,0,0.5,0,0,8
A5A8A43BC46B1407C12AC4D4E336BF29,F1FD273B5311056AEAEC7CFCFA3A019A,CMT,2013-01-07 16:33:18,CSH,3.5,1,0.5,0,0,5
D0AA7AE64A25B645CD2E4556E691EC0F,200D138C6C8CCA3578BA28B280FBC4E4,CMT,2013-01-10 14:27:05,CSH,3.5,0,0.5,0,0,4
237F49C3ECC11F5024B254268F054384,93C363DDF8ED9385D65FAD07CE3F5F07,CMT,2013-01-07 12:21:46,CSH,5.5,0,0.5,0,0,6
590D90160BD7C2673D47DBF107B10B3E,E3720119A91AB7C7A329088269009487,CMT,2013-01-07 22:21:59,CSH,16.5,0.5,0.5,0,0,17.5
B14118AD4BF381D80035EF546CE7AEFA,9DCEE90343F24D475B3A19A3F10AE801,CMT,2013-01-10 15:34:30,CSH,21.5,0,0.5,0,0,22
50296A056AF5D221536DC98ABB1E3274,4F3E6D0E69CABD8954F8A126D54C5C20,CMT,2013-01-08 00:30:46,CSH,21,0.5,0.5,0,0,22
2D4B95E2FA7B2E85118EC5CA4570FA58,CD2F522EEE1FF5F5A8D8B679E23576B3,CMT,2013-01-07 16:04:30,CSH,4.5,1,0.5,0,0,6
78FFD9CD0CDA541F335EF8B38FB494D6,E949C583ECF62C8F03FDCE1484954A08,CMT,2013-01-10 14:30:37,CSH,12,0,0.5,0,0,12.5
E9BA494DC1A1F26D186394EFBB8327CF,BBF604B3A2426BFBAAC982AAAA0BF1B5,CMT,2013-01-01 16:46:15,CSH,11,0,0.5,0,0,11.5
CD847FE5884F10A28217E9FBA11B275B,5FEFD00D9773268B72EE4E879852F190,CMT,2013-01-08 11:41:59,CSH,11.5,0,0.5,0,4.8,16.8
50296A056AF5D221536DC98ABB1E3274,4F3E6D0E69CABD8954F8A126D54C5C20,CMT,2013-01-08 02:09:40,CSH,6.5,0.5,0.5,0,0,7.5
A5A69FAD94C3DC7854F9DDEA994B6380,178BA04DD1A4E3A184C86AA3F110A742,CMT,2013-01-10 11:02:44,CSH,8.5,0,0.5,0,0,9
333D72A3E9C09AD9EFBF79F549EFA67B,ED57BB723A58FFF10DCA8AC08AC1B103,CMT,2013-01-01 16:06:51,CSH,11,0,0.5,0,0,11.5
333D72A3E9C09AD9EFBF79F549EFA67B,ED57BB723A58FFF10DCA8AC08AC1B103,CMT,2013-01-01 09:19:27,CSH,4,0,0.5,0,0,4.5
877AAB787A0BCD95781E7DA0770CCB1D,669DD2780CAF48FDADA9F55E816C7608,CMT,2013-01-07 20:48:02,CSH,12.5,0.5,0.5,0,0,13.5
1944EB168702ED8E6B9FD94E988D0197,1D24DD6F12731B59E72DD7CF387F5011,CMT,2013-01-08 11:12:48,CSH,10,0,0.5,0,0,10.5
26B6CDD419985C6F551F0FAE87EF3AA9,015760806341352ED97B0F79C8A873BC,CMT,2013-01-06 22:29:04,CSH,5,0.5,0.5,0,0,6
FC82D4D00FE8AB93B2973EECB3559EA8,F554ED01B1DA0828B956446E40231C46,CMT,2013-01-05 21:28:33,CSH,11,0.5,0.5,0,0,12
6893BD66639F1F6BD44F8AF1A2756145,C20D9C58D84686C59650065E23996936,CMT,2013-01-05 10:01:54,CSH,5.5,0,0.5,0,0,6
F6F7D02179BE915B23EF2DB57836442D,088879B44B80CC9ED43724776C539370,VTS,2013-01-13 04:36:00,CRD,12,0.5,0.5,1.75,0,14.75
BE386D8524FCD16B3727DCF0A32D9B25,4EB96EC9F3A42794DEE233EC8A2616CE,VTS,2013-01-13 04:37:00,CRD,12,0.5,0.5,3.12,0,16.12
E9FF471F36A91031FE5B6D6228674089,72E0B04464AD6513F6A613AABB04E701,VTS,2013-01-13 04:41:00,CRD,5.5,0.5,0.5,1.2,0,7.7
E4CF46763B08F900DC762EDEB6C37D2D,92A6C54F05688F8E5CD2E32BBCB4FBA9,VTS,2013-01-13 04:39:00,CSH,13,0.5,0.5,0,0,14
A5D125F5550BE7822FC6EE156E37733A,08DB3F9FCF01530D6F7E70EB88C3AE5B,VTS,2013-01-13 04:37:00,CRD,11,0.5,0.5,2,0,14
1E65B7E2D1297CF3B2CA87888C05FE43,F9ABCCCC4483152C248634ADE2435CF0,VTS,2013-01-13 04:26:00,CSH,15.5,0.5,0.5,0,0,16.5
EE1513D432B07F7E0B5E2ED1EF629086,F31D261881520931062C011366E56A04,VTS,2013-01-13 04:30:00,CRD,18,0.5,0.5,3.7,0,22.7
90D83E0D0B4FF8DE2923C2977EF22C36,92153937578731DA2B1EC83D91E7FA3E,VTS,2013-01-13 04:37:00,CSH,8.5,0.5,0.5,0,0,9.5
A56F3CF07F1085B21C365C8D3CED7528,EC2EC41BDE2E812AB5B4881D54B6779F,VTS,2013-01-13 04:32:00,CSH,12,0.5,0.5,0,0,13
34191B0F711962DA5405CF75A7D520DD,037AEA184D39DEE88D5A1026BAB7F3A0,VTS,2013-01-13 04:31:00,CRD,17.5,0.5,0.5,3.6,0,22.1
2111CFA825ECEE9430C3F075E8DC2E5A,3B23D23383A197F51D7B27F2C22D366A,VTS,2013-01-13 04:30:00,CSH,8,0.5,0.5,0,0,9
E5264BF2B41FA581408BDFD747234640,604D2DB02786BB98D83FFE8F1941E961,VTS,2013-01-13 04:02:00,CSH,43,0.5,0.5,0,0,44
834DBD712775DC97F361886D81DD2D67,5356BA5BA6A91E70E05B42664AF15F5F,VTS,2013-01-13 04:30:00,CSH,7.5,0.5,0.5,0,0,8.5
AB68F50158A41A4CCB6DFFC7F0D43F93,CD7090567F1CA9696292D722E5F305EE,VTS,2013-01-13 04:33:00,CSH,4,0.5,0.5,0,0,5
8B17A20F99817F9751EE8683E43B712E,DF72C57F328509CC364656C94021B9B9,VTS,2013-01-13 04:19:00,CRD,12,0.5,0.5,3.75,0,16.75
69C9DCBC1090B4811286FFA548C58088,7C67FCC44C76FFB7B0802EDAFE717456,VTS,2013-01-13 04:18:00,CSH,17,0.5,0.5,0,0,18
2F916CFD5E51E9A620F3D4F9D65D2A7B,2A30B29871D56BED841C3D4B199B34B9,VTS,2013-01-13 04:34:00,CSH,8,0.5,0.5,0,0,9
942EDD26C4E3337133058C095AD23289,B3AE7651824A314746131C8187B20783,VTS,2013-01-13 04:04:00,CRD,32,0.5,0.5,8.12,0,41.12
92D01E396D7AC7BD09183A7ED793E274,A346D80F83D3C8DB6B2240B13F1FAC9A,VTS,2013-01-13 04:38:00,CRD,3.5,0.5,0.5,0,0,4.5
F1C63842BC47D1C30A1317560F24FD38,9D0A6E44AF6C07CD7C55792C2E5B44BE,VTS,2013-01-13 04:14:00,CRD,32,0.5,0.5,6.5,6.5,46
3445DDD1C9D7E53CE70ABA3EA52A71B7,CA99469E60FC200FBAD0B711F059851B,VTS,2013-01-13 04:36:00,CSH,4,0.5,0.5,0,0,5
867892F8F81A6590EB536BE1D4F6305C,DCAFC607007FA6C88E8331014061CEEA,VTS,2013-01-13 04:16:00,CSH,22.5,0.5,0.5,0,0,23.5
CEBDF09A60BF166DF41F860742D4D4E1,286430A4C250827AFD37CB33908C99DA,VTS,2013-01-13 04:08:00,CRD,20.5,0.5,0.5,4.2,0,25.7
E9A3CD6DAA7E1987F9779BAA22590D81,D54CF7377B7073E28919E82DAA073F7A,VTS,2013-01-13 04:31:00,CSH,7.5,0.5,0.5,0,0,8.5
27326B9D714EA6D0EFAA5AF77BFFFFFC,51875E70A658454BE283034D7A303E9A,VTS,2013-01-13 04:27:00,CSH,16.5,0.5,0.5,0,0,17.5
282E88327FA32E0C655B1216A91125A6,7152AE0408719E98C7A42D7B8E9BFB38,VTS,2013-01-13 04:24:00,CSH,17,0.5,0.5,0,0,18
99274EDFA48DDA7B024A6B8BCA19EAE0,F1F0BF6913FAE17744D8B8B1FAEA5363,VTS,2013-01-13 04:34:00,CRD,9.5,0.5,0.5,1,0,11.5
06808F2B069EBFA72B16977B7C4672C4,8579ECF890502494F66C689A15167D70,VTS,2013-01-13 04:25:00,CSH,23,0.5,0.5,0,0,24
4E9B67DAEEF658D1B17E3B00A8A2EA71,BA1AD6CBEFF4D0678663F7C5A2BCC024,VTS,2013-01-13 04:24:00,CSH,32,0.5,0.5,0,0,33
0E2EF8AC28760F9B39CCB8C23CE45EDD,CD4552C5E94D26AAB8D275B49A8EDC73,VTS,2013-01-13 04:29:00,CRD,17.5,0.5,0.5,0,0,18.5
60DC999A38D953EE86AB81C23C9480E8,30740349F4E666629D6D51C2B5CA5BBE,VTS,2013-01-13 04:30:00,CSH,14,0.5,0.5,0,0,15
E0600C169DAB1E5E301DFF249E5C6ACA,D5E2ACFD0B693A70DCA0C89A8BA88A59,VTS,2013-01-13 04:22:00,CSH,25.5,0.5,0.5,0,0,26.5
BDC69EC6520DC5DC23EFF840507721E6,00711D0CC3FB5BC905BB62D9B62296D6,VTS,2013-01-13 04:28:00,CRD,29,0.5,0.5,5.9,0,35.9
A2B97CECFEA4C8DE45D8FC251E80AF1D,68AE01DDBDEDDFF772905561744A1072,VTS,2013-01-13 04:36:00,CRD,11,0.5,0.5,2.3,0,14.3
8D6F8CB4DA080C3726BE8D3996254986,14A088229C693E1B173BE3C33873F448,VTS,2013-01-13 04:26:00,CRD,15.5,0.5,0.5,3.2,0,19.7
D111EEC901448CEE65D1DF98F4E3CE10,8962F17FAA0A29BF05C4660AA4F4E514,VTS,2013-01-13 04:25:00,CRD,16,0.5,0.5,3.3,0,20.3
C01368C76C8DEFA6C678CF0D54AE87F0,62A632004381731C09D581B4E9176D4D,VTS,2013-01-13 04:04:00,CSH,38.5,0.5,0.5,0,0,39.5
3A00BD8BD96A8EFF2BFE18FE274D8A2D,ABC926370E8515A8263F96D2F4E0218E,VTS,2013-01-13 04:42:00,CRD,7.5,0.5,0.5,1.6,0,10.1
8267EEDE67893576299519F9710169F0,C0E52DAF740487E01B76582CDD1080D6,VTS,2013-01-13 04:39:00,CSH,6,0.5,0.5,0,0,7
E097412FE23295A691BEEE56F28FB9E2,D5AA0CEA2DB7D2F3C8C2A49FA629769A,VTS,2013-01-13 04:34:00,CRD,8.5,0.5,0.5,1,0,10.5
A6ECECBAC944333366E2F759845B1639,B7A0F269A0A9AD6EF35B985D315C4AA2,VTS,2013-01-13 04:36:00,CRD,8.5,0.5,0.5,1.8,0,11.3
9B980097EE2FD6E015D69136D4CB9215,E3819EEF4E998F4B23629479570C9FC7,VTS,2013-01-13 04:23:00,CSH,32,0.5,0.5,0,4.8,37.8
6F70DA82F52A1281E4E6646AE996D25A,4103ADCF50D18CFE25AB616F368A5945,VTS,2013-01-13 04:38:00,CSH,6.5,0.5,0.5,0,0,7.5
A5179D5A72336EEDFDF90C60CAE1EA6F,CF60B7EA381C66092FC1AC19D67B2D30,VTS,2013-01-13 04:40:00,CRD,4.5,0.5,0.5,1.5,0,7
E6735846B5CECD023E387DBF70DF3E2D,59D6ADB6F50251EE82435F8C96332C31,VTS,2013-01-13 04:30:00,CSH,16,0.5,0.5,0,0,17
24A4654986C011AE6980FD9566014EDB,C6A6B2BBBEE3B7F5EF8644142B2EC46E,VTS,2013-01-13 04:31:00,CRD,10,0.5,0.5,1,0,12
E944FCE29D2DA31A562DA3596F12A897,9D08CE1609DC0EEEC90A15C85B325FB2,VTS,2013-01-13 04:41:00,CSH,5,0.5,0.5,0,0,6
50B50AD29094B406B0F9961457A2F5C8,6B5A85EB322473A327D8D934857AC81B,VTS,2013-01-13 04:31:00,CSH,14,0.5,0.5,0,0,15
E520117674DF8949E37A904005EC41AE,32205E5E05379477620DE4A895FC87AB,VTS,2013-01-13 04:34:00,CSH,11,0.5,0.5,0,0,12
E8275BDE16ECD14CD3A006584E6D5D13,1DA0291BD9785B93877BAF85A72C7D7A,VTS,2013-01-13 04:42:00,CSH,4.5,0.5,0.5,0,0,5.5
FD39403FDE46B6C753DDD6518A4365D7,2B36D07A27BB35D7DF7170C83EEAA196,VTS,2013-01-13 04:41:00,CSH,6,0.5,0.5,0,0,7
71A788D349C8206115457A1574A006A2,5CBC54D8741AC9A90F18DE2E886561F5,VTS,2013-01-13 04:32:00,CRD,13.5,0.5,0.5,2,0,16.5
5C9E006BB8CCE89ACC23D40236AD5D8B,1332EE9D10FC884EE767145EFEB03542,VTS,2013-01-13 04:33:00,CRD,21,0.5,0.5,5.38,0,27.38
8AC3BD56C4BBE09B58D0E225F62F3F9D,F37A4403C6787381D6108F0B6DDFE687,VTS,2013-01-13 04:32:00,CRD,17,0.5,0.5,3.5,0,21.5
CC7273EC7AA4774B9012F3CF69C09205,E31F283AB742AAF4841DC014E1BFAC1C,VTS,2013-01-13 04:37:00,CSH,10,0.5,0.5,0,0,11
